epoch,train_loss,val_loss,val_mse,val_mse_original,loss_main,loss_smoothness,loss_aux,lr,grad_norm,epoch_time
0,0.4860028028488159,0.5164318382740021,1.518375039100647,199881.8515625,0.47090947086160834,0.0,1.5093333287672563,1.4999999999999999e-05,1.5521284341812134,58.531267404556274
1,0.42669024521654303,0.4936065971851349,1.4316378831863403,196236.09375,0.4116071272980083,0.0,1.5083119652488015,2.9999999999999997e-05,0.9654687209562822,57.176729917526245
2,0.3496150401505557,0.49339698255062103,1.4342527389526367,171172.0078125,0.3345207057215951,0.0,1.5094332911751487,4.4999999999999996e-05,0.7783019488508051,55.666722536087036
3,0.2771787020293149,0.621366411447525,1.7668940424919128,219953.59375,0.26216613298112695,0.0,1.5012571703303943,5.9999999999999995e-05,0.478704653002999,54.81008791923523
4,0.25069269131530414,0.5178409516811371,1.4359292387962341,169774.1640625,0.23577719791369003,0.0,1.4915496110916138,7.5e-05,0.29664264619350433,56.47715377807617
5,0.2319201881235296,0.5647611320018768,1.575096309185028,177746.8046875,0.21708246930079025,0.0,1.4837717468088323,8.999999999999999e-05,0.3069818832657554,58.25541877746582
6,0.21583204377781262,0.507620558142662,1.405348539352417,147994.87109375,0.20112106204032898,0.0,1.471098000353033,0.00010499999999999999,0.2495670183138414,56.81620121002197
7,0.19653201238675552,0.45420025289058685,1.2723805904388428,112688.9453125,0.181963095610792,0.0,1.456891504201022,0.00011999999999999999,0.24026158858429303,54.607531785964966
8,0.18231878632848914,0.45969268679618835,1.2769988179206848,109837.53515625,0.16782105781815268,0.0,1.4497727155685425,0.000135,0.25168484449386597,54.777220249176025
9,0.1706759509715167,0.46738456189632416,1.2921921610832214,112228.125,0.1563075388019735,0.0,1.4368412819775669,0.00015,0.2998737245798111,54.11251163482666
10,0.16409607367082077,0.4232975244522095,1.1258500814437866,103268.875,0.14982191947373477,0.0,1.4274155768481167,0.000165,0.24418657205321573,53.98925423622131
11,0.16210023110563104,0.42011043429374695,1.1250183582305908,102510.08203125,0.1478792435743592,0.0,1.4220988208597356,0.00017999999999999998,0.5000713575970043,55.51170301437378
12,0.15690305151722647,0.4121157079935074,1.0634103119373322,102387.30078125,0.14271506396206943,0.0,1.4187987934459338,0.000195,0.38359263268384064,54.563851833343506
13,0.15357899123972113,0.39699728786945343,1.0206619501113892,95720.47265625,0.13950630141930145,0.0,1.407268849286166,0.00020999999999999998,0.40534494004466315,53.583606004714966
14,0.1493149995803833,0.4538685530424118,1.2283985018730164,121771.421875,0.13531785051931033,0.0,1.3997149467468262,0.000225,0.42146073281764984,54.002381563186646
15,0.14577964557842774,0.3807309567928314,0.9675277769565582,91032.66796875,0.13185124166987158,0.0,1.3928404179486362,0.00023999999999999998,0.27047353237867355,53.602874994277954
16,0.14373505928299643,0.39159077405929565,1.0029020011425018,90582.06640625,0.12996862896464087,0.0,1.3766429641030051,0.00025499999999999996,0.27731358869509265,53.679808139801025
17,0.14069810780611905,0.40143413841724396,1.048522800207138,99180.83984375,0.12708002870733087,0.0,1.3618077581579036,0.00027,0.2894934795119546,53.53286290168762
18,0.1376591663468968,0.39181244373321533,1.0053014159202576,88305.7734375,0.12425137582150372,0.0,1.340779033574191,0.000285,0.249998385255987,53.529611587524414
19,0.13549560037526218,0.42290446162223816,1.0753073990345001,108319.5703125,0.12225162915208122,0.0,1.3243968920274214,0.0003,0.29288519512523303,53.50899147987366
20,0.1345778378573331,0.38562875986099243,0.9930709898471832,87591.6796875,0.12158529392697594,0.0,1.2992543632333928,0.0002999771542734587,0.3645360212434422,53.53389883041382
21,0.1342879432168874,0.473808690905571,1.2415018677711487,126569.06640625,0.12138549373908476,0.0,1.2902448502453892,0.00029990862405286433,0.537091236222874,53.61923050880432
22,0.1299494274637916,0.4129573553800583,1.0811687409877777,99479.9609375,0.11723514104431326,0.0,1.271428563378074,0.000299794430213186,0.3168360631574284,53.51598644256592
23,0.127350967716087,0.479337602853775,1.3532143235206604,120933.87109375,0.11477301134304567,0.0,1.2577955939553,0.0002996346075389736,0.3483783115040172,53.52179670333862
24,0.12647818570787256,0.4132467359304428,1.0554772317409515,98093.5546875,0.11401298100298102,0.0,1.246520540931008,0.0002994292047137618,0.3399523604999889,53.49819326400757
25,0.12458280203017322,0.3890499621629715,0.991752952337265,86758.76171875,0.11221274056217888,0.0,1.2370061874389648,0.00029917828430524096,0.48295853490179236,53.50133681297302
26,0.12043945762244138,0.4376019090414047,1.189301460981369,103903.53515625,0.1081748137419874,0.0,1.226464499126781,0.00029888192274619827,0.1738830405202779,53.505399227142334
27,0.12035411393100565,0.400961771607399,1.0589529275894165,89941.45703125,0.10816406594081358,0.0,1.2190047610889783,0.0002985402103112355,0.3662775741382079,53.51769781112671
28,0.11828740279782902,0.4819449484348297,1.3256196975708008,125724.875,0.10617486997084184,0.0,1.2112532203847712,0.00029815325108927063,0.27271326699040155,53.51310610771179
29,0.11767670309001749,0.3760410398244858,0.9622988998889923,80348.08203125,0.10559724813157861,0.0,1.2079455310648137,0.0002977211629518312,0.4902557527477091,53.496954917907715
30,0.11705654114484787,0.3786935657262802,1.0002594590187073,95533.140625,0.10505449433218349,0.0,1.2002047191966663,0.00029724407751714955,0.4772750044410879,53.513500452041626
31,0.11540377952835777,0.5297325849533081,1.6144607067108154,148981.9453125,0.10348701138388026,0.0,1.191676833412864,0.0002967221401100708,0.4003127325664867,53.51068711280823
32,0.11385453086007725,0.40804503858089447,1.1008679866790771,104560.1015625,0.10192395001649857,0.0,1.1930581439625134,0.00029615550971778527,0.4014810486273332,53.52782964706421
33,0.11156277358531952,0.3803502917289734,0.9869149029254913,90992.8984375,0.09963660754940727,0.0,1.1926166144284336,0.0002955443589413994,0.2832737537947568,53.520618200302124
34,0.11089876429601149,0.3641839474439621,0.9394493699073792,87153.84765625,0.09909299625591798,0.0,1.180576963858171,0.0002948888739433602,0.3909973745996302,53.56431269645691
35,0.10964834825559096,0.40737196803092957,1.0691854357719421,108557.51953125,0.09788947010582144,0.0,1.175887866453691,0.0002941892543907478,0.4135655720125545,53.52185940742493
36,0.10968980057673021,0.3924507051706314,1.0170354545116425,86296.92578125,0.09798402068289844,0.0,1.1705778999762102,0.0002934457133944553,0.5177781378681009,53.533592224121094
37,0.1076455068859187,0.3546442240476608,0.8729059994220734,76907.234375,0.09595205838030035,0.0,1.1693448478525335,0.00029265847744427303,0.42242295159534976,53.52318453788757
38,0.10609482499686154,0.3418077975511551,0.8630872070789337,71841.890625,0.09445876628160477,0.0,1.1636058417233555,0.00029182778633989753,0.3648287057876587,53.54132533073425
39,0.10478010164065794,0.35242584347724915,0.9015638530254364,83649.2265625,0.09311749650673433,0.0,1.166260545903986,0.0002909538931178862,0.24152969907630573,53.52032423019409
40,0.1040076423775066,0.39359331130981445,1.0604808926582336,98816.54296875,0.09240047498182817,0.0,1.160716869614341,0.00029003706397458023,0.23978687551888553,53.536214113235474
41,0.1041748584671454,0.45609480142593384,1.2372575998306274,127323.39453125,0.09252468090165746,0.0,1.1650177457115867,0.0002890775781850181,0.36457297747785394,53.53219413757324
42,0.10250147770751607,0.39063407480716705,1.0551610589027405,105122.609375,0.09091682867570357,0.0,1.1584647785533557,0.00028807572801786604,0.3713317946954207,53.5212128162384
43,0.10213783315636894,0.35497330129146576,0.8991977870464325,69005.87109375,0.09058440950783817,0.0,1.1553425138646907,0.0002870318186463901,0.3779510720209642,53.52520442008972
44,0.1008937352082946,0.3402005732059479,0.8429088890552521,69495.583984375,0.08939902687614615,0.0,1.1494708061218262,0.0002859461680554975,0.3881920874118805,53.51900577545166
45,0.09888945045796307,0.35918398201465607,0.9195640087127686,78349.48828125,0.0874473445794799,0.0,1.1442106528715654,0.000284819106944875,0.3324235108765689,53.52235126495361
46,0.09922734715721825,0.37615932524204254,0.9913472533226013,97237.83984375,0.0877331021157178,0.0,1.149424433708191,0.00028365097862825513,0.3058420866727829,53.50953221321106
47,0.09863673015074297,0.3250677138566971,0.8052036166191101,62389.07421875,0.08716548776084726,0.0,1.1471242146058516,0.000282442138928839,0.4403632757338611,53.52156066894531
48,0.09909609298814427,0.3996621072292328,1.0420952439308167,95475.10546875,0.08764016086404974,0.0,1.1455932097001509,0.00028119295607090933,0.4697318144819953,53.5052285194397
49,0.09722085229375145,0.37514835596084595,0.9905401170253754,79517.01953125,0.08579120378602635,0.0,1.1429649266329678,0.0002799038105676658,0.37728767503391614,53.515501260757446
50,0.09741088612513109,0.38482338190078735,1.0042088329792023,96026.2109375,0.0860002338886261,0.0,1.1410652290691028,0.00027857509510531683,0.4338615211573514,53.50285983085632
51,0.09602514451200311,0.35326245427131653,0.9009044468402863,78468.376953125,0.08459103242917494,0.0,1.1434112137014216,0.00027720721442346387,0.4145411225882443,53.52734923362732
52,0.09621634605255994,0.34289391338825226,0.8704970180988312,72587.498046875,0.0848452780734409,0.0,1.1371067328886553,0.0002758005851918136,0.47436976026404987,54.73153853416443
53,0.09389866685325449,0.35932569205760956,0.9185757637023926,87581.5703125,0.08249943567947908,0.0,1.1399232690984553,0.0002743556358832562,0.3478226268833334,53.718791007995605
54,0.09485439414327795,0.3219609707593918,0.7980546951293945,61155.9375,0.08353202925486998,0.0,1.1322365565733477,0.00027287280664334875,0.4763421958143061,53.58067607879639
55,0.09161862798712471,0.33901314437389374,0.8637911379337311,68092.017578125,0.08028259602459994,0.0,1.1336031827059658,0.0002713525491562421,0.3808690011501312,53.571579933166504
56,0.09239777109839699,0.3629069924354553,0.9393935799598694,89690.04296875,0.08112212880091234,0.0,1.1275642026554455,0.0002697953265070939,0.4485711536624215,53.64923691749573
57,0.09126539392904802,0.38794900476932526,0.995396763086319,90031.3046875,0.08001413162459027,0.0,1.1251262047074058,0.00026820161304100823,0.447518760507757,53.73087954521179
58,0.08975346386432648,0.3407018333673477,0.8503954112529755,65281.427734375,0.0784887583418326,0.0,1.1264706633307717,0.0002665718942185456,0.360541584816846,53.60431981086731
59,0.08854871446436102,0.36547771096229553,0.9526647627353668,88948.71875,0.07728895341808145,0.0,1.1259761181744663,0.00026490666646784665,0.24083665013313293,53.61116933822632
60,0.08738965879787099,0.38378989696502686,1.0061215162277222,80590.80859375,0.07618966867977922,0.0,1.119999029419639,0.0002632064370334158,0.3088802166960456,53.586445808410645
61,0.08893847533247688,0.3722337633371353,0.9557382166385651,85529.37890625,0.07770560410889712,0.0,1.1232871684161099,0.00026147172382160914,0.439278782768683,53.58046793937683
62,0.08674908971244638,0.34015512466430664,0.851050078868866,67219.056640625,0.07555501840331337,0.0,1.119407220320268,0.00025970305524287556,0.23265860703858462,53.60790014266968
63,0.0862965082580393,0.37355850636959076,0.9695626497268677,89278.8203125,0.07506107200275768,0.0,1.1235436742955989,0.00025790097005079764,0.2765238352797248,53.57433867454529
64,0.08656897869977084,0.3287589102983475,0.8231275081634521,64409.734375,0.07536749575625766,0.0,1.1201483769850298,0.00025606601717798207,0.37947055561976,53.602529525756836
65,0.08680741624398665,0.3324207663536072,0.8390628099441528,66174.52734375,0.07564199715852737,0.0,1.1165419816970825,0.0002541987555688496,0.464917470108379,53.579612731933594
66,0.08599583059549332,0.34569118916988373,0.872767835855484,73011.064453125,0.07484157857569781,0.0,1.1154251965609463,0.0002522997540093748,0.36963260444727813,53.58684802055359
67,0.08426930958574469,0.33453454077243805,0.8329952657222748,65271.294921875,0.07310012558644469,0.0,1.1169184229590676,0.0002503695909538287,0.26960944587534125,53.60622477531433
68,0.0830513442104513,0.3354035019874573,0.834938257932663,65415.798828125,0.07190956513990056,0.0,1.1141778339039197,0.0002484088543485761,0.2769928831945766,53.59639048576355
69,0.08226396617564288,0.35688622295856476,0.9085898995399475,74150.9609375,0.0711417320099744,0.0,1.1122234734621914,0.0002464181414529809,0.25933473624966363,53.65641236305237
70,0.08141857453367927,0.3385884761810303,0.8537203371524811,71802.845703125,0.07032954760573128,0.0,1.108902703632008,0.0002443980586574756,0.23374775729396127,53.54677963256836
71,0.08084878731857646,0.3440428078174591,0.8673498630523682,68422.12890625,0.06971034915609793,0.0,1.1138438419862227,0.0002423492212988487,0.22868897020816803,53.50146722793579
72,0.08013251965696161,0.35172615945339203,0.8819500505924225,68610.326171875,0.06902222911065276,0.0,1.1110291264273904,0.00024027225347280726,0.22379220751198856,53.51813817024231
73,0.08007378673011606,0.3719017803668976,0.9610818028450012,83758.54296875,0.0689510503275828,0.0,1.112273552201011,0.00023816778784387094,0.3316106389869343,53.51368522644043
74,0.08023357730020177,0.3857170641422272,1.0119668245315552,84432.36328125,0.06916824491186575,0.0,1.1065331372347744,0.00023603646545265687,0.3711320703679865,53.51263761520386
