epoch,train_loss,val_loss,val_mse,val_mse_original,loss_main,loss_smoothness,loss_aux,lr,grad_norm,epoch_time
0,1.5628345400788064,1.527674933274587,1.3862391710281372,173647.46875,1.4128191027530403,0.04295602817694808,1.4958587053210237,0.0002,1.0171464452909869,2.266423463821411
1,1.3785658367844515,1.3856374025344849,1.24885755777359,143708.728515625,1.2332401816235032,0.021112900378918924,1.451145283011503,0.0004,1.609838492648546,2.021681308746338
2,1.2640886473101238,1.2350301047166188,1.1060713926951091,114372.38541666667,1.123821125474087,0.009163752761344577,1.4017588454623555,0.0006,1.6540636281634487,2.0078516006469727
3,1.1162317312040995,1.1647005875905354,1.0422072907288868,101937.80924479167,0.9837856833324876,0.009119344831899155,1.323548441709474,0.0008,1.7707456447357355,2.023858070373535
4,1.0539894131726997,1.1219936708609264,1.001914809147517,96407.818359375,0.9243537866792013,0.010741394522145044,1.295282283494639,0.001,2.570061188797618,2.019714593887329
5,0.9672712392585222,1.0778710842132568,0.9616355101267496,94526.064453125,0.8411901828854583,0.010648809914845367,1.2597456366516824,0.0009987820251299122,1.850174726441849,2.0165305137634277
6,0.929682292217432,1.0086326499780018,0.8953453699747721,68181.86393229167,0.8063408427460249,0.011946160108024297,1.2322198984234831,0.0009951340343707852,1.6297892248907755,2.0228142738342285
7,0.8919023566467817,1.0242731372515361,0.9111975928147634,69926.23828125,0.7709353323592696,0.014507749085422865,1.208219428395116,0.0009890738003669028,1.5151390890742458,2.017971992492676
8,0.8776287387969882,0.970570425192515,0.8592241704463959,61357.988932291664,0.7574748958266059,0.012873836089098869,1.20025101373362,0.0009806308479691594,1.6521027143611464,2.0077123641967773
9,0.8447721933209619,0.946410338083903,0.8384079734484354,63271.899088541664,0.7278177821358969,0.013737019173107868,1.1681703717209573,0.0009698463103929542,1.6153016242870064,2.0144705772399902
10,0.8324740584506545,0.9608383278052012,0.8529135584831238,60132.854817708336,0.715950891029003,0.014355712776007347,1.1637960852578628,0.0009567727288213005,1.5257790490638379,2.019338846206665
11,0.8207343775172566,0.9830696284770966,0.8760444621245066,63478.411458333336,0.7050627594770387,0.014155958800814872,1.1553006047426269,0.0009414737964294635,1.6676516740821128,2.015288829803467
12,0.792760243249494,0.960502435763677,0.8514519234498342,57982.451171875,0.678002176589744,0.015003793396402237,1.1460802458053412,0.0009240240480782129,1.5103806548340375,2.020437479019165
13,0.7787731151248134,0.9391490618387858,0.83275838692983,57854.155598958336,0.6645526955294054,0.015733386433228504,1.140630888384442,0.0009045084971874737,1.516655353612678,2.0236928462982178
14,0.7713709071625111,0.935725748538971,0.8306091626485189,56104.375,0.6578503798606784,0.01510080017236083,1.1336952309275783,0.000883022221559489,1.4306029746698778,2.0354433059692383
15,0.7509870369767033,0.9009959598382314,0.7959817151228586,53972.334635416664,0.638542688863222,0.017396119574821272,1.122703866903172,0.0008596699001693256,1.433139605577602,2.028181552886963
16,0.7472675484280253,1.0061506827672322,0.9016932447751363,61108.643229166664,0.6352024605107862,0.017562149980560292,1.1188947419787563,0.0008345653031794292,1.523527862027634,2.0285332202911377
17,0.7388124576834745,0.9782845973968506,0.8742864429950714,57299.724609375,0.6265852375085964,0.017047520791895168,1.1205674797989602,0.0008078307376628291,1.4416578134825064,2.0211856365203857
